frame,player_id,x1,y1,x2,y2,center_x,center_y,_width,_height,team,jersey_color,court_x,court_y
6,7,418,608,468,728,443,668,50,120,0,#3b82f6,14.5,40.6
6,10,678,448,738,568,708,508,60,120,0,#3b82f6,30.5,33.5
6,14,548,638,598,758,573,698,50,120,0,#3b82f6,20.9,43.2
6,16,348,408,398,528,373,468,50,120,0,#3b82f6,10.6,29.9
6,17,308,618,358,738,333,678,50,120,0,#3b82f6,8.4,41.4
6,2,848,598,898,718,873,658,50,120,1,#ef4444,41.3,40.0
6,4,1018,438,1078,558,1048,498,60,120,1,#ef4444,50.9,32.4
6,11,918,648,978,768,948,708,60,120,1,#ef4444,44.7,43.9
6,12,1078,398,1138,518,1108,458,60,120,1,#ef4444,54.5,28.5
6,13,948,618,1008,738,978,678,60,120,1,#ef4444,47.1,41.7
6,50,798,548,828,588,813,568,30,40,,,36.6,36.1
7,7,421,606,471,726,446,666,50,120,0,#3b82f6,14.9,40.3
7,10,681,446,741,566,711,506,60,120,0,#3b82f6,30.9,33.2
7,14,551,636,601,756,576,696,50,120,0,#3b82f6,21.3,42.9
7,16,351,406,401,526,376,466,50,120,0,#3b82f6,11.0,29.6
7,17,311,616,361,736,336,676,50,120,0,#3b82f6,8.8,41.1
7,2,851,596,901,716,876,656,50,120,1,#ef4444,41.7,39.7
7,4,1021,436,1081,556,1051,496,60,120,1,#ef4444,51.3,32.1
7,11,921,646,981,766,951,706,60,120,1,#ef4444,45.1,43.6
7,12,1081,396,1141,516,1111,456,60,120,1,#ef4444,54.9,28.2
7,13,951,616,1011,736,981,676,60,120,1,#ef4444,47.5,41.4
7,50,801,546,831,586,816,566,30,40,,,37.0,35.8
