frame,ball_x,ball_y,ball_available,ball_zone,possession_player,possession_team,possessor_x,possessor_y,possessor_team,possessor_zone,event_type,previous_possession_player,previous_possession_team,possession_change,team_change,team_a_possession,team_b_possession,pass_event,pass_from_player,pass_to_player,pass_from_team,pass_to_team,pass_confidence
24,38.2,34.2,true,paint,10,0,28.5,35.0,0,midrange,steal,,,,18.5,11.5,false,,,,,
25,37.8,34.4,true,paint,10,0,28.9,34.7,0,midrange,dribble,,,,18.8,11.2,false,,,,,
26,37.4,34.6,true,paint,10,0,29.3,34.4,0,midrange,dribble,,,,19.0,11.0,false,,,,,
27,37.0,34.8,true,paint,10,0,29.7,34.1,0,midrange,dribble,,,,19.2,10.8,false,,,,,
28,36.6,35.0,true,paint,10,0,30.1,33.8,0,midrange,dribble,,,,19.5,10.5,false,,,,,
29,36.2,35.2,true,paint,10,0,30.5,33.5,0,midrange,approach,,,,19.8,10.2,false,,,,,
30,35.8,35.4,true,paint,10,0,30.9,33.2,0,midrange,dribble,,,,20.0,10.0,false,,,,,
31,35.4,35.6,true,paint,10,0,31.3,32.9,0,midrange,dribble,,,,20.2,9.8,false,,,,,
32,35.0,35.8,true,paint,10,0,31.7,32.6,0,midrange,dribble,,,,20.5,9.5,false,,,,,
33,34.6,36.0,true,paint,7,0,12.5,42.3,0,paint,pass,,,,20.8,9.2,false,,,,,
34,34.2,36.2,true,paint,7,0,12.8,42.1,0,paint,dribble,,,,21.0,9.0,false,,,,,
35,33.8,36.4,true,paint,7,0,13.1,41.8,0,paint,dribble,,,,21.2,8.8,false,,,,,
36,33.4,36.6,true,paint,7,0,13.5,41.5,0,paint,dribble,,,,21.5,8.5,false,,,,,
37,33.0,36.8,true,paint,7,0,13.8,41.2,0,paint,dribble,,,,21.8,8.2,false,,,,,
38,33.4,36.5,true,paint,7,0,14.2,40.9,0,paint,dribble,,,,22.0,8.0,false,,,,,
39,33.8,36.2,true,paint,7,0,14.5,40.6,0,paint,dribble,,,,22.2,7.8,false,,,,,
40,34.2,35.9,true,paint,7,0,14.9,40.3,0,paint,dribble,,,,22.5,7.5,false,,,,,
41,34.6,35.6,true,paint,7,0,15.2,40.0,0,paint,dribble,,,,22.8,7.2,false,,,,,
42,35.0,35.3,true,paint,7,0,15.5,39.7,0,paint,approach,,,,23.0,7.0,false,,,,,
43,35.4,35.0,true,paint,7,0,15.8,39.4,0,paint,approach,,,,23.2,6.8,false,,,,,
44,35.8,34.7,true,paint,14,0,19.0,44.6,0,paint,pass,,,,23.5,6.5,true,7,14,0,0,0.71,
45,36.2,34.4,true,paint,14,0,19.4,44.4,0,paint,dribble,,,,23.8,6.2,false,,,,,
46,36.6,34.1,true,paint,14,0,19.8,44.1,0,paint,dribble,,,,24.0,6.0,false,,,,,
47,37.0,33.8,true,paint,14,0,20.1,43.8,0,paint,dribble,,,,24.2,5.8,false,,,,,
48,37.4,33.5,true,paint,14,0,20.5,43.5,0,paint,dribble,,,,24.5,5.5,false,,,,,
49,37.8,33.2,true,paint,14,0,20.9,43.2,0,paint,approach,,,,24.8,5.2,false,,,,,
50,38.2,32.9,true,paint,14,0,21.3,42.9,0,paint,approach,,,,25.0,5.0,false,,,,,
51,38.6,32.6,true,paint,2,1,38.9,41.7,1,paint,deflection,,,,22.0,8.0,false,,,,,
52,39.0,32.3,true,paint,2,1,39.3,41.5,1,paint,dribble,,,,21.8,8.2,false,,,,,
53,39.4,32.0,true,paint,2,1,39.7,41.2,1,paint,dribble,,,,21.5,8.5,false,,,,,
54,39.8,31.7,true,paint,2,1,40.1,40.9,1,paint,dribble,,,,21.2,8.8,false,,,,,
55,40.2,31.4,true,paint,13,1,45.1,43.2,1,paint,pass,,,,18.5,11.5,true,2,13,1,1,0.75,
56,40.6,31.1,true,paint,13,1,45.5,42.9,1,paint,dribble,,,,18.2,11.8,false,,,,,
57,41.0,30.8,true,paint,13,1,45.9,42.6,1,paint,dribble,,,,18.0,12.0,false,,,,,
58,41.4,30.5,true,paint,13,1,46.3,42.3,1,paint,dribble,,,,17.8,12.2,false,,,,,
59,41.8,30.2,true,paint,13,1,46.7,42.0,1,paint,approach,,,,17.5,12.5,false,,,,,
60,41.4,30.4,true,paint,13,1,47.1,41.7,1,paint,approach,,,,17.2,12.8,false,,,,,
61,41.0,30.6,true,paint,11,1,42.3,45.6,1,paint,pass,,,,15.0,15.0,true,13,11,1,1,0.68,
62,40.6,30.8,true,paint,11,1,42.7,45.4,1,paint,dribble,,,,14.8,15.2,false,,,,,
63,40.2,31.0,true,paint,11,1,43.1,45.1,1,paint,dribble,,,,14.5,15.5,false,,,,,
64,39.8,31.2,true,paint,11,1,43.5,44.8,1,paint,dribble,,,,14.2,15.8,false,,,,,
65,39.4,31.4,true,paint,11,1,43.9,44.5,1,paint,dribble,,,,14.0,16.0,false,,,,,
66,39.0,31.6,true,paint,4,1,49.7,33.3,1,wing,pass,,,,12.0,18.0,true,11,4,1,1,0.72,
67,38.6,31.8,true,paint,4,1,50.1,33.0,1,wing,dribble,,,,11.8,18.2,false,,,,,
68,38.2,32.0,true,paint,4,1,50.5,32.7,1,wing,dribble,,,,11.5,18.5,false,,,,,
69,37.8,32.2,true,paint,4,1,50.9,32.4,1,wing,dribble,,,,11.2,18.8,false,,,,,
70,37.4,32.4,true,paint,4,1,51.3,32.1,1,wing,approach,,,,11.0,19.0,false,,,,,
71,37.0,32.6,true,paint,10,0,30.5,33.5,0,midrange,steal,,,,18.0,12.0,false,,,,,
72,36.6,32.8,true,paint,10,0,30.9,33.2,0,midrange,dribble,,,,18.2,11.8,false,,,,,
73,36.2,33.0,true,paint,10,0,31.3,32.9,0,midrange,dribble,,,,18.5,11.5,false,,,,,
74,35.8,33.2,true,paint,10,0,31.7,32.6,0,midrange,dribble,,,,18.8,11.2,false,,,,,
75,35.4,33.4,true,paint,10,0,32.1,32.3,0,midrange,dribble,,,,19.0,11.0,false,,,,,
76,35.0,33.6,true,paint,10,0,32.5,32.0,0,midrange,dribble,,,,19.2,10.8,false,,,,,
77,34.6,33.8,true,paint,10,0,32.9,31.7,0,midrange,dribble,,,,19.5,10.5,false,,,,,
78,34.2,34.0,true,paint,10,0,33.3,31.4,0,midrange,dribble,,,,19.8,10.2,false,,,,,
79,33.8,34.2,true,paint,10,0,33.7,31.1,0,midrange,dribble,,,,20.0,10.0,false,,,,,
80,34.2,34.0,true,paint,10,0,34.1,30.8,0,midrange,approach,,,,20.2,9.8,false,,,,,
81,34.6,33.8,true,paint,10,0,34.5,30.5,0,midrange,dribble,,,,20.5,9.5,false,,,,,
82,35.0,33.6,true,paint,10,0,34.9,30.2,0,midrange,dribble,,,,20.8,9.2,false,,,,,
83,35.4,33.4,true,paint,14,0,19.4,44.4,0,paint,pass,,,,21.0,9.0,true,10,14,0,0,0.78,
84,35.8,33.2,true,paint,14,0,19.8,44.1,0,paint,dribble,,,,21.2,8.8,false,,,,,
85,36.2,33.0,true,paint,14,0,20.1,43.8,0,paint,dribble,,,,21.5,8.5,false,,,,,
86,36.6,32.8,true,paint,14,0,20.5,43.5,0,paint,dribble,,,,21.8,8.2,false,,,,,
87,37.0,32.6,true,paint,14,0,20.9,43.2,0,paint,dribble,,,,22.0,8.0,false,,,,,
88,37.4,32.4,true,paint,14,0,21.3,42.9,0,paint,approach,,,,22.2,7.8,false,,,,,
89,37.8,32.2,true,paint,14,0,21.7,42.6,0,paint,approach,,,,22.5,7.5,false,,,,,
90,38.2,32.0,true,paint,2,1,38.9,41.7,1,paint,deflection,,,,19.0,11.0,false,,,,,
91,38.6,31.8,true,paint,2,1,39.3,41.5,1,paint,dribble,,,,18.8,11.2,false,,,,,
92,39.0,31.6,true,paint,2,1,39.7,41.2,1,paint,dribble,,,,18.5,11.5,false,,,,,
93,39.4,31.4,true,paint,2,1,40.1,40.9,1,paint,dribble,,,,18.2,11.8,false,,,,,
94,39.8,31.2,true,paint,13,1,45.1,43.2,1,paint,pass,,,,15.0,15.0,true,2,13,1,1,0.73,
95,40.2,31.0,true,paint,13,1,45.5,42.9,1,paint,dribble,,,,14.8,15.2,false,,,,,
96,40.6,30.8,true,paint,13,1,45.9,42.6,1,paint,dribble,,,,14.5,15.5,false,,,,,
97,41.0,30.6,true,paint,13,1,46.3,42.3,1,paint,dribble,,,,14.2,15.8,false,,,,,
98,41.4,30.4,true,paint,13,1,46.7,42.0,1,paint,approach,,,,14.0,16.0,false,,,,,
99,41.0,30.6,true,paint,11,1,42.3,45.6,1,paint,pass,,,,12.0,18.0,true,13,11,1,1,0.69,
100,40.6,30.8,true,paint,11,1,42.7,45.4,1,paint,dribble,,,,11.8,18.2,false,,,,,
101,40.2,31.0,true,paint,11,1,43.1,45.1,1,paint,dribble,,,,11.5,18.5,false,,,,,
102,39.8,31.2,true,paint,11,1,43.5,44.8,1,paint,dribble,,,,11.2,18.8,false,,,,,
103,39.4,31.4,true,paint,11,1,43.9,44.5,1,paint,dribble,,,,11.0,19.0,false,,,,,
104,39.0,31.6,true,paint,4,1,49.7,33.3,1,wing,pass,,,,10.0,20.0,true,11,4,1,1,0.74,
105,38.6,31.8,true,paint,4,1,50.1,33.0,1,wing,dribble,,,,9.8,20.2,false,,,,,
106,38.2,32.0,true,paint,4,1,50.5,32.7,1,wing,dribble,,,,9.5,20.5,false,,,,,
107,37.8,32.2,true,paint,4,1,50.9,32.4,1,wing,dribble,,,,9.2,20.8,false,,,,,
108,37.4,32.4,true,paint,10,0,30.5,33.5,0,midrange,steal,,,,18.0,12.0,false,,,,,
109,37.0,32.6,true,paint,10,0,30.9,33.2,0,midrange,dribble,,,,18.2,11.8,false,,,,,
110,36.6,32.8,true,paint,10,0,31.3,32.9,0,midrange,dribble,,,,18.5,11.5,false,,,,,
111,36.2,33.0,true,paint,10,0,31.7,32.6,0,midrange,dribble,,,,18.8,11.2,false,,,,,
112,35.8,33.2,true,paint,10,0,32.1,32.3,0,midrange,dribble,,,,19.0,11.0,false,,,,,
113,35.4,33.4,true,paint,10,0,32.5,32.0,0,midrange,dribble,,,,19.2,10.8,false,,,,,
114,35.0,33.6,true,paint,10,0,32.9,31.7,0,midrange,dribble,,,,19.5,10.5,false,,,,,
115,34.6,33.8,true,paint,10,0,33.3,31.4,0,midrange,dribble,,,,19.8,10.2,false,,,,,
116,34.2,34.0,true,paint,10,0,33.7,31.1,0,midrange,dribble,,,,20.0,10.0,false,,,,,
117,34.6,33.8,true,paint,10,0,34.1,30.8,0,midrange,dribble,,,,20.2,9.8,false,,,,,
118,35.0,33.6,true,paint,10,0,34.5,30.5,0,midrange,dribble,,,,20.5,9.5,false,,,,,
119,35.4,33.4,true,paint,10,0,34.9,30.2,0,midrange,dribble,,,,20.8,9.2,false,,,,,
120,35.8,33.2,true,paint,14,0,19.4,44.4,0,paint,pass,,,,21.0,9.0,true,10,14,0,0,0.80,
121,36.2,33.0,true,paint,14,0,19.8,44.1,0,paint,dribble,,,,21.2,8.8,false,,,,,
122,36.6,32.8,true,paint,14,0,20.1,43.8,0,paint,dribble,,,,21.5,8.5,false,,,,,
123,37.0,32.6,true,paint,14,0,20.5,43.5,0,paint,dribble,,,,21.8,8.2,false,,,,,
124,37.4,32.4,true,paint,14,0,20.9,43.2,0,paint,dribble,,,,22.0,8.0,false,,,,,
125,37.8,32.2,true,paint,2,1,38.9,41.7,1,paint,deflection,,,,19.0,11.0,false,,,,,
126,38.2,32.0,true,paint,2,1,39.3,41.5,1,paint,dribble,,,,18.8,11.2,false,,,,,
127,38.6,31.8,true,paint,2,1,39.7,41.2,1,paint,dribble,,,,18.5,11.5,false,,,,,
128,39.0,31.6,true,paint,2,1,40.1,40.9,1,paint,dribble,,,,18.2,11.8,false,,,,,
129,39.4,31.4,true,paint,13,1,45.1,43.2,1,paint,pass,,,,15.0,15.0,true,2,13,1,1,0.76,
130,39.8,31.2,true,paint,13,1,45.5,42.9,1,paint,dribble,,,,14.8,15.2,false,,,,,
131,40.2,31.0,true,paint,13,1,45.9,42.6,1,paint,dribble,,,,14.5,15.5,false,,,,,
132,40.6,30.8,true,paint,13,1,46.3,42.3,1,paint,dribble,,,,14.2,15.8,false,,,,,
133,41.0,30.6,true,paint,13,1,46.7,42.0,1,paint,approach,,,,14.0,16.0,false,,,,,
134,40.6,30.8,true,paint,11,1,42.3,45.6,1,paint,pass,,,,12.0,18.0,true,13,11,1,1,0.70,
135,40.2,31.0,true,paint,11,1,42.7,45.4,1,paint,dribble,,,,11.8,18.2,false,,,,,
136,39.8,31.2,true,paint,11,1,43.1,45.1,1,paint,dribble,,,,11.5,18.5,false,,,,,
137,39.4,31.4,true,paint,11,1,43.5,44.8,1,paint,dribble,,,,11.2,18.8,false,,,,,
138,39.0,31.6,true,paint,4,1,49.7,33.3,1,wing,pass,,,,10.0,20.0,true,11,4,1,1,0.71,
139,38.6,31.8,true,paint,4,1,50.1,33.0,1,wing,dribble,,,,9.8,20.2,false,,,,,
140,38.2,32.0,true,paint,10,0,30.5,33.5,0,midrange,steal,,,,18.0,12.0,false,,,,,
141,37.8,32.2,true,paint,10,0,30.9,33.2,0,midrange,dribble,,,,18.2,11.8,false,,,,,
142,37.4,32.4,true,paint,10,0,31.3,32.9,0,midrange,dribble,,,,18.5,11.5,false,,,,,
143,37.0,32.6,true,paint,10,0,31.7,32.6,0,midrange,dribble,,,,18.8,11.2,false,,,,,
144,36.6,32.8,true,paint,10,0,32.1,32.3,0,midrange,dribble,,,,19.0,11.0,false,,,,,
145,36.2,33.0,true,paint,10,0,32.5,32.0,0,midrange,dribble,,,,19.2,10.8,false,,,,,
146,35.8,33.2,true,paint,10,0,32.9,31.7,0,midrange,dribble,,,,19.5,10.5,false,,,,,
147,35.4,33.4,true,paint,14,0,19.4,44.4,0,paint,pass,,,,21.0,9.0,true,10,14,0,0,0.82,
148,35.0,33.6,true,paint,14,0,19.8,44.1,0,paint,dribble,,,,21.2,8.8,false,,,,,
149,34.6,33.8,true,paint,14,0,20.1,43.8,0,paint,dribble,,,,21.5,8.5,false,,,,,
